date,amount,description,category
2025-12-09,-193.06,Water Bill,Utilities
2025-12-09,2016.88,Salary Deposit,Income
2025-12-09,-1113.73,Monthly Rent,Rent
2025-12-09,-177.01,Groceries,Food
2025-12-09,-1340.46,Monthly Rent,Rent
2025-12-09,-11.23,Flight,Transport
2025-12-09,-82.13,Flight,Transport
2025-12-09,-1189.78,Monthly Rent,Rent
2025-12-09,-315.64,Gas Station,Transport
2025-12-09,-30.37,Groceries,Food
2025-12-09,-1419.26,Monthly Rent,Rent
2025-12-09,-36.45,Concert,Entertainment
2025-12-09,-1457.57,Monthly Rent,Rent
2025-12-09,-1470.62,Monthly Rent,Rent
2025-12-09,-1264.6,Monthly Rent,Rent
2025-12-09,-181.32,Netflix,Entertainment
2025-12-09,-88.98,Phone Bill,Utilities
2025-12-09,-117.38,Restaurant,Food
2025-12-09,-1267.14,Monthly Rent,Rent
2025-12-09,-199.37,Coffee Shop,Food
2025-12-09,-862.06,Gas Station,Transport
2025-12-09,-38.27,Electric Bill,Utilities
2025-12-09,-1020.31,Monthly Rent,Rent
2025-12-09,-28.24,Internet,Utilities
2025-12-09,2965.45,Salary Deposit,Income
2025-12-09,-1230.46,Monthly Rent,Rent
2025-12-09,-184.08,Subway,Transport
2025-12-09,-78.48,Spotify,Entertainment
2025-12-09,-22.0,Electric Bill,Utilities
2025-12-09,-89.07,Coffee Shop,Food
2025-12-09,-64.67,Coffee Shop,Food
2025-12-09,3151.7,Salary Deposit,Income
2025-12-09,-178.81,Water Bill,Utilities
2025-12-09,-69.13,Restaurant,Food
2025-12-09,-182.29,Fast Food,Food
2025-12-09,2777.21,Salary Deposit,Income
2025-12-09,-1107.62,Monthly Rent,Rent
2025-12-09,-174.9,Groceries,Food
2025-12-09,-147.35,Flight,Transport
2025-12-09,-193.29,Phone Bill,Utilities
2025-12-09,-92.41,Groceries,Food
2025-12-09,-75.26,Uber,Transport
2025-12-09,-130.93,Internet,Utilities
2025-12-09,-1345.73,Monthly Rent,Rent
2025-12-09,-1123.03,Monthly Rent,Rent
2025-12-09,-56.7,Coffee Shop,Food
2025-12-09,-176.0,Phone Bill,Utilities
2025-12-09,-136.74,Flight,Transport
2025-12-09,-197.0,Uber,Transport
2025-12-09,4802.67,Salary Deposit,Income
2025-12-09,-92.47,Fast Food,Food
2025-12-10,-1145.05,Monthly Rent,Rent
2025-12-10,-76.58,Cinema,Entertainment
2025-12-10,3178.24,Salary Deposit,Income
2025-12-10,-134.41,Restaurant,Food
2025-12-10,-1465.75,Monthly Rent,Rent
2025-12-10,-169.63,Electric Bill,Utilities
2025-12-10,-148.65,Flight,Transport
2025-12-10,-100.46,Fast Food,Food
2025-12-10,-76.83,Phone Bill,Utilities
2025-12-10,-105.31,Uber,Transport
2025-12-10,-1356.7,Monthly Rent,Rent
2025-12-10,-189.3,Concert,Entertainment
2025-12-10,-31.65,Water Bill,Utilities
2025-12-10,-1365.6,Monthly Rent,Rent
2025-12-10,-157.04,Internet,Utilities
2025-12-10,-1410.25,Monthly Rent,Rent
2025-12-10,-1229.19,Monthly Rent,Rent
2025-12-10,-150.91,Groceries,Food
2025-12-10,-1148.27,Monthly Rent,Rent
2025-12-10,-194.99,Spotify,Entertainment
2025-12-10,-1341.27,Monthly Rent,Rent
2025-12-10,3992.42,Salary Deposit,Income
2025-12-10,-102.53,Internet,Utilities
2025-12-10,4033.85,Salary Deposit,Income
2025-12-10,-1031.24,Monthly Rent,Rent
2025-12-10,-134.01,Groceries,Food
2025-12-10,-203.06,Gas Station,Transport
2025-12-10,-15.41,Restaurant,Food
2025-12-10,-192.31,Flight,Transport
2025-12-10,-165.31,Fast Food,Food
2025-12-10,-108.53,Coffee Shop,Food
2025-12-10,-30.7,Gas Station,Transport
2025-12-10,2712.59,Salary Deposit,Income
2025-12-10,-64.17,Flight,Transport
2025-12-10,-178.48,Internet,Utilities
2025-12-10,-1470.84,Monthly Rent,Rent
2025-12-10,-108.66,Concert,Entertainment
2025-12-10,-17.1,Phone Bill,Utilities
2025-12-10,-115.87,Restaurant,Food
2025-12-10,-129.78,Water Bill,Utilities
2025-12-10,-1406.14,Monthly Rent,Rent
2025-12-10,-1204.03,Monthly Rent,Rent
2025-12-10,-141.53,Flight,Transport
2025-12-10,-63.71,Phone Bill,Utilities
2025-12-10,3695.0,Salary Deposit,Income
2025-12-10,-82.8,Subway,Transport
2025-12-10,4427.94,Salary Deposit,Income
2025-12-10,-1374.29,Monthly Rent,Rent
2025-12-10,4650.18,Salary Deposit,Income
2025-12-11,-1300.5,Monthly Rent,Rent
2025-12-11,-41.7,Restaurant,Food
2025-12-11,4121.0,Salary Deposit,Income
2025-12-11,-42.43,Internet,Utilities
2025-12-11,-140.48,Concert,Entertainment
2025-12-11,-150.83,Subway,Transport
2025-12-11,-1480.23,Monthly Rent,Rent
2025-12-11,-52.19,Water Bill,Utilities
2025-12-11,2757.34,Salary Deposit,Income
2025-12-11,-159.28,Coffee Shop,Food
2025-12-11,2630.9,Salary Deposit,Income
2025-12-11,-1049.64,Monthly Rent,Rent
2025-12-11,-1422.82,Monthly Rent,Rent
2025-12-11,-131.54,Fast Food,Food
2025-12-11,4692.86,Salary Deposit,Income
2025-12-11,-162.59,Cinema,Entertainment
2025-12-11,-74.92,Electric Bill,Utilities
2025-12-11,-1055.01,Monthly Rent,Rent
2025-12-11,-183.71,Phone Bill,Utilities
2025-12-11,-80.72,Netflix,Entertainment
2025-12-11,-128.64,Cinema,Entertainment
2025-12-11,-168.8,Water Bill,Utilities
2025-12-11,-20.69,Spotify,Entertainment
2025-12-11,-1436.23,Monthly Rent,Rent
2025-12-11,-36.2,Electric Bill,Utilities
2025-12-11,-30.6,Water Bill,Utilities
2025-12-11,-192.01,Restaurant,Food
2025-12-11,-86.08,Concert,Entertainment
2025-12-11,-105.18,Cinema,Entertainment
2025-12-11,-112.81,Netflix,Entertainment
2025-12-11,-160.35,Flight,Transport
2025-12-11,-197.77,Groceries,Food
2025-12-11,-66.74,Water Bill,Utilities
2025-12-11,3042.87,Salary Deposit,Income
2025-12-11,2959.48,Salary Deposit,Income
2025-12-11,-24.24,Concert,Entertainment
2025-12-11,-35.69,Gas Station,Transport
2025-12-11,4820.95,Salary Deposit,Income
2025-12-11,-1498.17,Monthly Rent,Rent
2025-12-11,-137.4,Netflix,Entertainment
2025-12-11,-74.37,Spotify,Entertainment
2025-12-11,-67.65,Cinema,Entertainment
2025-12-11,-1435.33,Monthly Rent,Rent
2025-12-11,-105.93,Netflix,Entertainment
2025-12-11,-34.89,Internet,Utilities
2025-12-11,-122.78,Spotify,Entertainment
2025-12-11,3296.15,Salary Deposit,Income
2025-12-11,-151.72,Electric Bill,Utilities
2025-12-11,-169.08,Phone Bill,Utilities
2025-12-11,-159.24,Cinema,Entertainment
2025-12-11,-1114.0,Monthly Rent,Rent
2025-12-11,4445.57,Salary Deposit,Income
2025-12-12,-54.27,Flight,Transport
2025-12-12,-174.46,Groceries,Food
2025-12-12,-120.64,Water Bill,Utilities
2025-12-12,-75.76,Coffee Shop,Food
2025-12-12,2190.47,Salary Deposit,Income
2025-12-12,-50.89,Groceries,Food
2025-12-12,3623.0,Salary Deposit,Income
2025-12-12,-152.17,Uber,Transport
2025-12-12,-180.74,Subway,Transport
2025-12-12,-51.93,Coffee Shop,Food
2025-12-12,-35.8,Gas Station,Transport
2025-12-12,-174.6,Water Bill,Utilities
2025-12-12,-90.32,Flight,Transport
2025-12-12,-22.25,Groceries,Food
2025-12-12,-61.27,Electric Bill,Utilities
2025-12-12,-109.15,Netflix,Entertainment
2025-12-12,-1036.87,Monthly Rent,Rent
2025-12-12,-81.2,Subway,Transport
2025-12-12,-88.07,Groceries,Food
2025-12-12,2007.5,Salary Deposit,Income
2025-12-12,3004.95,Salary Deposit,Income
2025-12-12,-1431.85,Monthly Rent,Rent
2025-12-12,-1309.04,Monthly Rent,Rent
2025-12-12,2783.7,Salary Deposit,Income
2025-12-12,-169.65,Flight,Transport
2025-12-12,-196.12,Subway,Transport
2025-12-12,-94.01,Uber,Transport
2025-12-12,-109.2,Subway,Transport
2025-12-12,-1380.86,Monthly Rent,Rent
2025-12-12,3117.66,Salary Deposit,Income
2025-12-12,-24.37,Subway,Transport
2025-12-12,3372.96,Salary Deposit,Income
2025-12-12,3587.53,Salary Deposit,Income
2025-12-12,-144.07,Uber,Transport
2025-12-12,4570.81,Salary Deposit,Income
2025-12-12,-105.2,Restaurant,Food
2025-12-12,-1216.69,Monthly Rent,Rent
2025-12-12,-593.56,Restaurant,Food
2025-12-12,-141.02,Spotify,Entertainment
2025-12-12,-148.95,Water Bill,Utilities
2025-12-12,-59.62,Gas Station,Transport
2025-12-12,-102.36,Internet,Utilities
2025-12-12,-1294.96,Monthly Rent,Rent
2025-12-12,2900.0,Salary Deposit,Income
2025-12-12,-88.24,Gas Station,Transport
2025-12-12,-155.44,Phone Bill,Utilities
2025-12-12,-55.52,Groceries,Food
2025-12-12,-126.68,Gas Station,Transport
2025-12-12,-108.4,Electric Bill,Utilities
2025-12-12,4398.26,Salary Deposit,Income
2025-12-13,-21.85,Water Bill,Utilities
2025-12-13,-1148.84,Monthly Rent,Rent
2025-12-13,-123.13,Concert,Entertainment
2025-12-13,-186.52,Netflix,Entertainment
2025-12-13,-74.94,Flight,Transport
2025-12-13,-73.25,Fast Food,Food
2025-12-13,-1100.36,Monthly Rent,Rent
2025-12-13,-14.83,Netflix,Entertainment
2025-12-13,-187.3,Flight,Transport
2025-12-13,-1240.52,Monthly Rent,Rent
2025-12-13,-28.88,Groceries,Food
2025-12-13,-44.47,Restaurant,Food
2025-12-13,-184.87,Uber,Transport
2025-12-13,-1329.88,Monthly Rent,Rent
2025-12-13,-1083.66,Monthly Rent,Rent
2025-12-13,3232.3,Salary Deposit,Income
2025-12-13,-168.47,Phone Bill,Utilities
2025-12-13,-114.02,Electric Bill,Utilities
2025-12-13,-178.87,Concert,Entertainment
2025-12-13,-148.46,Coffee Shop,Food
2025-12-13,-193.98,Flight,Transport
2025-12-13,-1411.45,Monthly Rent,Rent
2025-12-13,-1174.25,Monthly Rent,Rent
2025-12-13,-178.16,Water Bill,Utilities
2025-12-13,-1300.76,Monthly Rent,Rent
2025-12-13,-114.03,Electric Bill,Utilities
2025-12-13,-92.05,Groceries,Food
2025-12-13,-95.11,Uber,Transport
2025-12-13,-72.28,Subway,Transport
2025-12-13,-69.21,Concert,Entertainment
2025-12-13,2888.56,Salary Deposit,Income
2025-12-13,2215.88,Salary Deposit,Income
2025-12-13,-175.62,Restaurant,Food
2025-12-13,-1370.96,Monthly Rent,Rent
2025-12-13,-125.37,Water Bill,Utilities
2025-12-13,-1371.64,Monthly Rent,Rent
2025-12-13,-81.03,Water Bill,Utilities
2025-12-13,-198.82,Flight,Transport
2025-12-13,-1211.38,Monthly Rent,Rent
2025-12-13,3962.38,Salary Deposit,Income
2025-12-13,4427.44,Salary Deposit,Income
2025-12-13,-67.8,Spotify,Entertainment
2025-12-13,-10.36,Netflix,Entertainment
2025-12-13,-67.58,Water Bill,Utilities
2025-12-13,-907.5,Concert,Entertainment
2025-12-13,-187.34,Electric Bill,Utilities
2025-12-13,-169.11,Phone Bill,Utilities
2025-12-13,-1025.86,Monthly Rent,Rent
2025-12-13,-13.98,Water Bill,Utilities
2025-12-13,-199.81,Restaurant,Food
2025-12-13,-110.95,Phone Bill,Utilities
2025-12-13,4817.28,Salary Deposit,Income
2025-12-13,-1444.27,Monthly Rent,Rent
2025-12-13,-193.03,Subway,Transport
2025-12-13,-111.6,Fast Food,Food
2025-12-13,-1335.86,Monthly Rent,Rent
2025-12-13,-1457.78,Monthly Rent,Rent
2025-12-13,4972.43,Salary Deposit,Income
2025-12-13,-39.79,Fast Food,Food
2025-12-13,-1290.87,Monthly Rent,Rent
2025-12-13,-1395.44,Monthly Rent,Rent
2025-12-13,-1180.85,Monthly Rent,Rent
2025-12-13,-1131.65,Monthly Rent,Rent
2025-12-13,2352.13,Salary Deposit,Income
2025-12-13,-162.76,Uber,Transport
2025-12-13,-113.9,Subway,Transport
2025-12-14,-111.7,Fast Food,Food
2025-12-14,-96.63,Water Bill,Utilities
2025-12-14,-101.69,Flight,Transport
2025-12-14,3564.99,Salary Deposit,Income
2025-12-14,2766.23,Salary Deposit,Income
2025-12-14,-105.26,Coffee Shop,Food
2025-12-14,-141.33,Fast Food,Food
2025-12-14,-115.54,Water Bill,Utilities
2025-12-14,-156.91,Flight,Transport
2025-12-14,-11.61,Water Bill,Utilities
2025-12-14,-102.33,Netflix,Entertainment
2025-12-14,4501.07,Salary Deposit,Income
2025-12-14,-107.4,Subway,Transport
2025-12-14,2734.86,Salary Deposit,Income
2025-12-14,-1274.26,Monthly Rent,Rent
2025-12-14,-1110.36,Monthly Rent,Rent
2025-12-14,-108.48,Fast Food,Food
2025-12-14,-13.23,Subway,Transport
2025-12-14,-13.13,Electric Bill,Utilities
2025-12-14,-1480.95,Monthly Rent,Rent
2025-12-14,-16.04,Internet,Utilities
2025-12-14,-1494.76,Monthly Rent,Rent
2025-12-14,-186.72,Subway,Transport
2025-12-14,2279.8,Salary Deposit,Income
2025-12-14,-1125.41,Monthly Rent,Rent
2025-12-14,-194.87,Restaurant,Food
2025-12-14,-1252.12,Monthly Rent,Rent
2025-12-14,-83.14,Netflix,Entertainment
2025-12-14,-140.41,Phone Bill,Utilities
2025-12-14,-157.72,Concert,Entertainment
2025-12-14,-198.55,Groceries,Food
2025-12-14,-105.59,Cinema,Entertainment
2025-12-14,4117.76,Salary Deposit,Income
2025-12-14,4736.49,Salary Deposit,Income
2025-12-14,2639.25,Salary Deposit,Income
2025-12-14,-120.14,Fast Food,Food
2025-12-14,4324.74,Salary Deposit,Income
2025-12-14,-172.83,Gas Station,Transport
2025-12-14,-124.93,Concert,Entertainment
2025-12-14,-1098.55,Monthly Rent,Rent
2025-12-14,4751.95,Salary Deposit,Income
2025-12-14,-103.16,Gas Station,Transport
2025-12-14,-1118.03,Monthly Rent,Rent
2025-12-14,-90.28,Fast Food,Food
2025-12-14,2192.47,Salary Deposit,Income
2025-12-14,-172.18,Groceries,Food
2025-12-14,-90.33,Fast Food,Food
2025-12-14,-167.15,Groceries,Food
2025-12-14,-776.24,Electric Bill,Utilities
2025-12-14,4821.99,Salary Deposit,Income
2025-12-14,3530.07,Salary Deposit,Income
2025-12-14,-74.24,Subway,Transport
2025-12-14,3384.55,Salary Deposit,Income
2025-12-14,-165.04,Cinema,Entertainment
2025-12-14,-1420.88,Monthly Rent,Rent
2025-12-14,-157.19,Gas Station,Transport
2025-12-14,-91.96,Electric Bill,Utilities
2025-12-15,-145.2,Netflix,Entertainment
2025-12-15,2223.88,Salary Deposit,Income
2025-12-15,-143.36,Flight,Transport
2025-12-15,-39.6,Flight,Transport
2025-12-15,-1341.95,Monthly Rent,Rent
2025-12-15,-196.38,Spotify,Entertainment
2025-12-15,-82.55,Electric Bill,Utilities
2025-12-15,-134.24,Internet,Utilities
2025-12-15,-161.8,Fast Food,Food
2025-12-15,2094.55,Salary Deposit,Income
2025-12-15,-63.47,Flight,Transport
2025-12-15,-137.5,Subway,Transport
2025-12-15,-174.74,Concert,Entertainment
2025-12-15,4409.36,Salary Deposit,Income
2025-12-15,-82.6,Groceries,Food
2025-12-15,-83.89,Netflix,Entertainment
2025-12-15,-40.45,Fast Food,Food
2025-12-15,-71.36,Cinema,Entertainment
2025-12-15,-138.92,Netflix,Entertainment
2025-12-15,-26.76,Fast Food,Food
2025-12-15,-161.33,Uber,Transport
2025-12-15,-117.1,Fast Food,Food
2025-12-15,-132.64,Uber,Transport
2025-12-15,-22.38,Flight,Transport
2025-12-15,3149.97,Salary Deposit,Income
2025-12-15,-35.22,Flight,Transport
2025-12-15,-156.83,Groceries,Food
2025-12-15,-156.15,Restaurant,Food
2025-12-15,-32.45,Coffee Shop,Food
2025-12-15,-177.35,Gas Station,Transport
2025-12-15,-112.71,Flight,Transport
2025-12-15,-93.41,Water Bill,Utilities
2025-12-15,-1459.9,Monthly Rent,Rent
2025-12-15,-127.71,Fast Food,Food
2025-12-15,3896.29,Salary Deposit,Income
2025-12-15,-1455.8,Monthly Rent,Rent
2025-12-15,-150.34,Phone Bill,Utilities
2025-12-15,-58.74,Cinema,Entertainment
2025-12-15,-78.55,Concert,Entertainment
2025-12-15,-95.84,Restaurant,Food
2025-12-15,-190.53,Groceries,Food
2025-12-15,4850.09,Salary Deposit,Income
2025-12-15,-1027.17,Monthly Rent,Rent
2025-12-15,-199.32,Flight,Transport
2025-12-15,2386.33,Salary Deposit,Income
2025-12-15,-171.31,Cinema,Entertainment
2025-12-15,2083.33,Salary Deposit,Income
2025-12-15,-72.33,Phone Bill,Utilities
2025-12-15,-31.77,Water Bill,Utilities
2025-12-15,-192.02,Internet,Utilities
2025-12-15,-1387.26,Monthly Rent,Rent
2025-12-15,-1412.39,Monthly Rent,Rent
2025-12-15,4443.53,Salary Deposit,Income
2025-12-15,-1268.82,Monthly Rent,Rent
2025-12-15,-66.83,Uber,Transport
2025-12-15,-1113.76,Monthly Rent,Rent
2025-12-15,-80.14,Phone Bill,Utilities
2025-12-15,-1244.89,Monthly Rent,Rent
2025-12-15,3622.6,Salary Deposit,Income
2025-12-15,-136.81,Uber,Transport
2025-12-15,-186.9,Fast Food,Food
2025-12-15,-1040.89,Monthly Rent,Rent
2025-12-16,-143.11,Uber,Transport
2025-12-16,-125.69,Uber,Transport
2025-12-16,-64.52,Restaurant,Food
2025-12-16,-184.11,Internet,Utilities
2025-12-16,4204.72,Salary Deposit,Income
2025-12-16,-1118.95,Monthly Rent,Rent
2025-12-16,-46.27,Cinema,Entertainment
2025-12-16,-39.13,Internet,Utilities
2025-12-16,-189.32,Spotify,Entertainment
2025-12-16,3382.14,Salary Deposit,Income
2025-12-16,-150.98,Internet,Utilities
2025-12-16,-137.18,Restaurant,Food
2025-12-16,2398.12,Salary Deposit,Income
2025-12-16,-22.9,Electric Bill,Utilities
2025-12-16,-17.01,Netflix,Entertainment
2025-12-16,-50.98,Concert,Entertainment
2025-12-16,-46.69,Gas Station,Transport
2025-12-16,-64.11,Cinema,Entertainment
2025-12-16,-127.15,Uber,Transport
2025-12-16,-1166.03,Monthly Rent,Rent
2025-12-16,-97.9,Spotify,Entertainment
2025-12-16,-1040.67,Monthly Rent,Rent
2025-12-16,-80.95,Spotify,Entertainment
2025-12-16,-111.99,Water Bill,Utilities
2025-12-16,-143.63,Concert,Entertainment
2025-12-16,-189.77,Gas Station,Transport
2025-12-16,3610.27,Salary Deposit,Income
2025-12-16,-1432.98,Monthly Rent,Rent
2025-12-16,-1474.5,Monthly Rent,Rent
2025-12-16,-1263.12,Monthly Rent,Rent
2025-12-16,-58.67,Restaurant,Food
2025-12-16,-115.18,Groceries,Food
2025-12-16,-67.96,Phone Bill,Utilities
2025-12-16,-138.28,Phone Bill,Utilities
2025-12-16,2448.86,Salary Deposit,Income
2025-12-16,-163.92,Fast Food,Food
2025-12-16,-102.75,Gas Station,Transport
2025-12-16,-1467.7,Monthly Rent,Rent
2025-12-16,-1190.73,Monthly Rent,Rent
2025-12-16,-180.49,Uber,Transport
2025-12-16,-83.36,Internet,Utilities
2025-12-16,3111.85,Salary Deposit,Income
2025-12-16,-77.19,Restaurant,Food
2025-12-16,3151.47,Salary Deposit,Income
2025-12-16,2960.13,Salary Deposit,Income
2025-12-16,4682.63,Salary Deposit,Income
2025-12-16,-110.19,Water Bill,Utilities
2025-12-16,-43.85,Phone Bill,Utilities
2025-12-16,-95.28,Uber,Transport
2025-12-16,2138.09,Salary Deposit,Income
2025-12-17,-199.03,Restaurant,Food
2025-12-17,2148.79,Salary Deposit,Income
2025-12-17,-100.0,Spotify,Entertainment
2025-12-17,-1072.03,Monthly Rent,Rent
2025-12-17,-1233.49,Monthly Rent,Rent
2025-12-17,-181.61,Cinema,Entertainment
2025-12-17,-84.06,Groceries,Food
2025-12-17,-129.43,Subway,Transport
2025-12-17,-130.83,Electric Bill,Utilities
2025-12-17,-67.48,Coffee Shop,Food
2025-12-17,-62.59,Fast Food,Food
2025-12-17,-133.41,Restaurant,Food
2025-12-17,4992.56,Salary Deposit,Income
2025-12-17,-90.82,Cinema,Entertainment
2025-12-17,-185.89,Coffee Shop,Food
2025-12-17,-1225.46,Monthly Rent,Rent
2025-12-17,-133.62,Gas Station,Transport
2025-12-17,-51.56,Water Bill,Utilities
2025-12-17,-177.66,Phone Bill,Utilities
2025-12-17,-107.39,Concert,Entertainment
2025-12-17,-188.72,Subway,Transport
2025-12-17,-129.06,Uber,Transport
2025-12-17,-113.26,Water Bill,Utilities
2025-12-17,-76.78,Uber,Transport
2025-12-17,-182.95,Uber,Transport
2025-12-17,3804.1,Salary Deposit,Income
2025-12-17,3586.4,Salary Deposit,Income
2025-12-17,-1180.95,Monthly Rent,Rent
2025-12-17,-22.33,Flight,Transport
2025-12-17,-124.52,Groceries,Food
2025-12-17,-47.4,Netflix,Entertainment
2025-12-17,-166.3,Groceries,Food
2025-12-17,-218.62,Groceries,Food
2025-12-17,3259.49,Salary Deposit,Income
2025-12-17,-130.46,Internet,Utilities
2025-12-17,-106.27,Netflix,Entertainment
2025-12-17,-193.89,Water Bill,Utilities
2025-12-17,-127.17,Netflix,Entertainment
2025-12-17,-36.52,Water Bill,Utilities
2025-12-17,2675.05,Salary Deposit,Income
2025-12-17,-75.71,Restaurant,Food
2025-12-17,3848.62,Salary Deposit,Income
2025-12-17,-172.23,Electric Bill,Utilities
2025-12-17,4797.66,Salary Deposit,Income
2025-12-17,-138.31,Groceries,Food
2025-12-17,-1084.07,Monthly Rent,Rent
2025-12-17,-90.3,Flight,Transport
2025-12-17,-163.91,Subway,Transport
2025-12-17,-168.26,Restaurant,Food
2025-12-17,-1193.84,Monthly Rent,Rent
2025-12-17,-127.8,Flight,Transport
2025-12-17,2348.05,Salary Deposit,Income
2025-12-17,-192.14,Spotify,Entertainment
2025-12-17,-62.25,Flight,Transport
2025-12-17,-56.88,Restaurant,Food
2025-12-17,-38.86,Concert,Entertainment
2025-12-18,-12.42,Restaurant,Food
2025-12-18,-166.8,Subway,Transport
2025-12-18,3748.16,Salary Deposit,Income
2025-12-18,3855.92,Salary Deposit,Income
2025-12-18,-1099.38,Monthly Rent,Rent
2025-12-18,-1123.43,Monthly Rent,Rent
2025-12-18,-1197.95,Monthly Rent,Rent
2025-12-18,-87.61,Internet,Utilities
2025-12-18,-1348.23,Monthly Rent,Rent
2025-12-18,-151.71,Netflix,Entertainment
2025-12-18,-135.77,Water Bill,Utilities
2025-12-18,-173.29,Netflix,Entertainment
2025-12-18,-33.87,Fast Food,Food
2025-12-18,-94.1,Fast Food,Food
2025-12-18,-1003.37,Monthly Rent,Rent
2025-12-18,-99.93,Concert,Entertainment
2025-12-18,-131.61,Restaurant,Food
2025-12-18,-121.67,Internet,Utilities
2025-12-18,-182.09,Phone Bill,Utilities
2025-12-18,-81.16,Groceries,Food
2025-12-18,-96.41,Fast Food,Food
2025-12-18,-55.71,Spotify,Entertainment
2025-12-18,-1285.2,Monthly Rent,Rent
2025-12-18,-66.06,Netflix,Entertainment
2025-12-18,-189.01,Flight,Transport
2025-12-18,-100.38,Flight,Transport
2025-12-18,3367.17,Salary Deposit,Income
2025-12-18,3002.85,Salary Deposit,Income
2025-12-18,-157.07,Fast Food,Food
2025-12-18,-103.05,Fast Food,Food
2025-12-18,-192.81,Electric Bill,Utilities
2025-12-18,-61.41,Electric Bill,Utilities
2025-12-18,3720.95,Salary Deposit,Income
2025-12-18,-121.49,Cinema,Entertainment
2025-12-18,-81.66,Groceries,Food
2025-12-18,-17.88,Phone Bill,Utilities
2025-12-18,-133.44,Netflix,Entertainment
2025-12-18,-37.38,Spotify,Entertainment
2025-12-18,-41.45,Flight,Transport
2025-12-18,-153.46,Flight,Transport
2025-12-18,-79.58,Uber,Transport
2025-12-18,-112.86,Gas Station,Transport
2025-12-18,-149.47,Restaurant,Food
2025-12-18,-1301.89,Monthly Rent,Rent
2025-12-18,-55.63,Coffee Shop,Food
2025-12-18,-152.08,Internet,Utilities
2025-12-18,-12.15,Flight,Transport
2025-12-18,-115.71,Uber,Transport
2025-12-18,-56.71,Subway,Transport
2025-12-18,-17.66,Water Bill,Utilities
2025-12-18,-139.7,Phone Bill,Utilities
2025-12-18,-98.33,Netflix,Entertainment
2025-12-18,-10.44,Electric Bill,Utilities
2025-12-18,-143.08,Restaurant,Food
2025-12-18,-175.93,Electric Bill,Utilities
2025-12-18,-66.33,Cinema,Entertainment
2025-12-18,-69.36,Flight,Transport
2025-12-18,-100.84,Flight,Transport
2025-12-18,-25.23,Spotify,Entertainment
2025-12-18,-67.1,Uber,Transport
2025-12-18,-167.83,Groceries,Food
2025-12-18,-15.61,Uber,Transport
2025-12-19,-65.72,Water Bill,Utilities
2025-12-19,-21.34,Water Bill,Utilities
2025-12-19,-1478.62,Monthly Rent,Rent
2025-12-19,-1402.93,Monthly Rent,Rent
2025-12-19,-122.25,Subway,Transport
2025-12-19,-45.87,Gas Station,Transport
2025-12-19,-56.37,Spotify,Entertainment
2025-12-19,-44.35,Internet,Utilities
2025-12-19,-117.76,Electric Bill,Utilities
2025-12-19,-69.35,Coffee Shop,Food
2025-12-19,-143.59,Gas Station,Transport
2025-12-19,2282.25,Salary Deposit,Income
2025-12-19,-1191.13,Monthly Rent,Rent
2025-12-19,-22.29,Electric Bill,Utilities
2025-12-19,-196.25,Water Bill,Utilities
2025-12-19,-82.93,Fast Food,Food
2025-12-19,-1050.15,Monthly Rent,Rent
2025-12-19,-29.02,Subway,Transport
2025-12-19,-174.46,Uber,Transport
2025-12-19,-106.09,Coffee Shop,Food
2025-12-19,-60.94,Fast Food,Food
2025-12-19,-194.91,Concert,Entertainment
2025-12-19,-146.53,Flight,Transport
2025-12-19,-1223.53,Monthly Rent,Rent
2025-12-19,-173.05,Gas Station,Transport
2025-12-19,3567.06,Salary Deposit,Income
2025-12-19,-125.37,Uber,Transport
2025-12-19,3500.13,Salary Deposit,Income
2025-12-19,-91.21,Water Bill,Utilities
2025-12-19,-130.88,Flight,Transport
2025-12-19,2939.49,Salary Deposit,Income
2025-12-19,-192.16,Water Bill,Utilities
2025-12-19,-61.15,Uber,Transport
2025-12-19,-189.11,Concert,Entertainment
2025-12-19,-43.04,Fast Food,Food
2025-12-19,-59.17,Spotify,Entertainment
2025-12-19,-1299.73,Monthly Rent,Rent
2025-12-19,4323.28,Salary Deposit,Income
2025-12-19,-170.65,Fast Food,Food
2025-12-19,-118.43,Coffee Shop,Food
2025-12-19,-61.12,Spotify,Entertainment
2025-12-19,-1462.15,Monthly Rent,Rent
2025-12-19,-62.43,Uber,Transport
2025-12-19,3726.34,Salary Deposit,Income
2025-12-19,-177.19,Internet,Utilities
2025-12-19,-1061.1,Monthly Rent,Rent
2025-12-19,-43.38,Flight,Transport
2025-12-19,-1375.18,Monthly Rent,Rent
2025-12-19,2420.11,Salary Deposit,Income
2025-12-19,-34.55,Cinema,Entertainment
2025-12-19,-24.93,Electric Bill,Utilities
2025-12-20,-174.67,Water Bill,Utilities
2025-12-20,-1482.2,Monthly Rent,Rent
2025-12-20,-157.08,Flight,Transport
2025-12-20,-99.1,Cinema,Entertainment
2025-12-20,-90.01,Restaurant,Food
2025-12-20,-1262.52,Monthly Rent,Rent
2025-12-20,2102.54,Salary Deposit,Income
2025-12-20,3190.37,Salary Deposit,Income
2025-12-20,-124.57,Water Bill,Utilities
2025-12-20,-51.07,Water Bill,Utilities
2025-12-20,-163.05,Cinema,Entertainment
2025-12-20,-63.35,Uber,Transport
2025-12-20,-41.24,Netflix,Entertainment
2025-12-20,-1226.76,Monthly Rent,Rent
2025-12-20,-141.94,Internet,Utilities
